,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r
719,-14.1,7.1,663.7,-0.027,0.039,-0.076,0.0,0.0,0.91,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.12,0.14,0.02,0.0,0.09,0.16,0.05
720,-14.1,7.1,663.7,-0.026,0.039,-0.075,0.0,0.0,0.9,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.11,0.1,0.04,0.0,0.05,0.09,0.05
721,-14.1,7.1,662.8,-0.025,0.038,-0.075,0.0,0.0,0.92,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.11,0.12,0.05,0.0,0.04,0.12,0.0
722,-14.0,7.1,662.9,-0.024,0.037,-0.075,0.0,0.0,0.93,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.09,0.1,0.08,0.0,0.02,0.08,0.0
723,-14.1,7.1,662.7,-0.023,0.037,-0.074,0.0,0.0,0.94,0.0,0.0,0.1,0.12,0.0,0.0,0.0,0.1,0.1,0.12,0.0,0.06,0.06,0.04
724,-14.1,7.0,663.4,-0.023,0.037,-0.074,0.0,0.0,0.92,0.0,0.0,0.14,0.11,0.0,0.0,0.0,0.11,0.07,0.12,0.01,0.13,0.02,0.06
725,-14.1,7.0,663.4,-0.024,0.037,-0.074,0.0,0.0,0.91,0.0,0.0,0.14,0.1,0.0,0.0,0.0,0.16,0.08,0.15,0.01,0.22,0.04,0.07
726,-14.1,7.0,663.3,-0.025,0.037,-0.074,0.0,0.0,0.96,0.0,0.0,0.05,0.13,0.0,0.0,0.0,0.17,0.08,0.15,0.01,0.23,0.05,0.02
727,-14.1,7.0,663.2,-0.024,0.038,-0.074,0.01,0.0,1.0,0.0,0.0,0.02,0.13,0.0,0.0,0.0,0.14,0.08,0.12,0.0,0.17,0.03,0.01
728,-14.1,7.0,663.2,-0.024,0.038,-0.075,0.01,0.0,1.05,0.0,0.0,0.04,0.13,0.0,0.0,0.0,0.09,0.08,0.1,0.0,0.16,0.01,0.0
729,-14.1,7.0,663.2,-0.024,0.038,-0.075,0.02,0.0,1.08,0.0,0.0,0.06,0.1,0.0,0.0,0.0,0.09,0.08,0.06,0.0,0.16,0.0,0.0
730,-14.1,7.0,663.4,-0.023,0.038,-0.075,0.01,0.0,1.1,0.0,0.0,0.08,0.11,0.0,0.0,0.0,0.1,0.13,0.08,0.02,0.21,0.02,0.02
731,-14.1,7.0,663.3,-0.024,0.037,-0.075,0.01,0.0,1.07,0.0,0.0,0.11,0.12,0.0,0.0,0.0,0.13,0.16,0.1,0.02,0.18,0.02,0.03
732,-14.1,7.0,663.2,-0.023,0.037,-0.075,0.0,0.0,1.02,0.0,0.0,0.17,0.14,0.0,0.0,0.0,0.11,0.18,0.11,0.02,0.14,0.07,0.06
733,-14.2,7.0,662.8,-0.025,0.037,-0.075,0.0,0.0,1.01,0.0,0.0,0.14,0.12,0.0,0.0,0.0,0.07,0.19,0.12,0.0,0.12,0.14,0.04
734,-14.3,7.0,662.4,-0.026,0.038,-0.074,0.04,0.0,1.02,0.0,0.0,0.07,0.12,0.0,0.0,0.0,0.04,0.22,0.09,0.0,0.08,0.16,0.05
735,-14.3,7.0,662.6,-0.025,0.038,-0.075,0.04,0.0,1.03,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.03,0.23,0.05,0.0,0.07,0.12,0.02
736,-14.4,7.0,661.9,-0.025,0.037,-0.075,0.04,0.0,1.01,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.05,0.18,0.02,0.0,0.03,0.04,0.02
737,-14.4,7.0,662.5,-0.026,0.038,-0.075,0.02,0.0,0.97,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.03,0.13,0.0,0.0,0.07,0.05,0.0
738,-14.5,7.1,662.8,-0.027,0.039,-0.076,0.04,0.03,0.97,0.0,0.0,0.04,0.09,0.0,0.0,0.0,0.02,0.1,0.03,0.01,0.05,0.05,0.01
739,-14.7,7.1,662.5,-0.028,0.042,-0.075,0.07,0.08,1.03,0.0,0.0,0.12,0.08,0.0,0.0,0.0,0.0,0.13,0.09,0.04,0.0,0.0,0.02
