,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r
577,-15.8,7.3,662.3,-0.033,0.045,-0.078,0.01,0.0,0.98,0.0,0.0,0.0,0.03,0.0,0.0,0.02,0.04,0.33,0.04,0.0,0.16,0.0,0.0
578,-15.7,7.3,662.6,-0.034,0.045,-0.077,0.02,0.01,0.98,0.0,0.0,0.0,0.03,0.0,0.0,0.02,0.03,0.26,0.01,0.0,0.22,0.0,0.0
579,-15.6,7.3,663.3,-0.033,0.045,-0.077,0.02,0.01,0.98,0.0,0.0,0.0,0.01,0.0,0.0,0.04,0.03,0.25,0.01,0.0,0.25,0.0,0.0
580,-15.6,7.3,663.4,-0.034,0.045,-0.077,0.01,0.01,0.99,0.0,0.0,0.0,0.02,0.0,0.0,0.03,0.05,0.21,0.0,0.0,0.32,0.04,0.01
581,-15.6,7.3,663.5,-0.035,0.045,-0.077,0.0,0.0,0.99,0.0,0.0,0.0,0.03,0.0,0.0,0.06,0.04,0.2,0.02,0.0,0.31,0.04,0.01
582,-15.6,7.2,663.4,-0.035,0.045,-0.077,0.0,0.0,1.02,0.0,0.0,0.0,0.07,0.0,0.0,0.04,0.1,0.17,0.07,0.0,0.22,0.04,0.01
583,-15.6,7.2,663.2,-0.036,0.045,-0.077,0.0,0.03,1.01,0.0,0.0,0.0,0.08,0.0,0.0,0.02,0.11,0.2,0.12,0.0,0.12,0.0,0.0
584,-15.7,7.1,663.0,-0.037,0.045,-0.077,0.0,0.04,0.98,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.09,0.18,0.16,0.0,0.06,0.0,0.0
585,-15.7,7.1,662.8,-0.036,0.046,-0.078,0.0,0.04,0.96,0.0,0.0,0.0,0.05,0.0,0.0,0.04,0.06,0.16,0.12,0.0,0.11,0.0,0.0
586,-15.7,7.2,662.8,-0.036,0.046,-0.078,0.0,0.01,1.0,0.0,0.0,0.0,0.03,0.0,0.0,0.06,0.03,0.1,0.06,0.0,0.16,0.0,0.0
587,-15.7,7.2,662.8,-0.035,0.045,-0.078,0.0,0.0,1.03,0.0,0.0,0.0,0.02,0.0,0.0,0.06,0.03,0.1,0.0,0.0,0.18,0.0,0.0
588,-15.7,7.2,662.6,-0.035,0.045,-0.078,0.0,0.0,1.03,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.17,0.0,0.0,0.15,0.0,0.0
589,-15.6,7.3,662.5,-0.034,0.044,-0.078,0.01,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.21,0.0,0.0,0.16,0.0,0.0
590,-15.6,7.3,662.7,-0.035,0.044,-0.078,0.04,0.02,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.24,0.0,0.0,0.14,0.0,0.0
591,-15.6,7.3,663.2,-0.035,0.045,-0.078,0.08,0.03,1.01,0.0,0.0,0.0,0.01,0.0,0.0,0.05,0.0,0.19,0.03,0.0,0.14,0.0,0.0
592,-15.6,7.3,663.2,-0.035,0.045,-0.078,0.13,0.1,1.03,0.0,0.0,0.0,0.02,0.0,0.0,0.07,0.02,0.18,0.07,0.0,0.08,0.0,0.0
593,-15.6,7.3,663.3,-0.035,0.045,-0.078,0.14,0.13,1.04,0.0,0.0,0.0,0.03,0.0,0.0,0.07,0.02,0.19,0.07,0.0,0.09,0.0,0.0
594,-15.6,7.3,663.0,-0.035,0.045,-0.078,0.14,0.14,1.04,0.0,0.0,0.0,0.04,0.0,0.0,0.1,0.02,0.27,0.04,0.0,0.07,0.0,0.0
595,-15.6,7.3,662.9,-0.036,0.045,-0.078,0.09,0.07,1.01,0.0,0.0,0.0,0.03,0.0,0.0,0.06,0.0,0.32,0.0,0.0,0.12,0.0,0.0
596,-15.6,7.3,663.0,-0.036,0.044,-0.078,0.09,0.11,1.03,0.0,0.0,0.0,0.04,0.0,0.0,0.06,0.02,0.32,0.04,0.0,0.12,0.0,0.0
597,-15.7,7.3,662.7,-0.036,0.044,-0.078,0.13,0.16,1.04,0.0,0.0,0.0,0.02,0.0,0.0,0.06,0.08,0.28,0.06,0.0,0.16,0.0,0.0
598,-15.7,7.3,662.7,-0.035,0.044,-0.078,0.16,0.22,1.05,0.0,0.0,0.0,0.01,0.0,0.0,0.08,0.22,0.23,0.08,0.0,0.19,0.0,0.01
599,-15.7,7.3,662.7,-0.032,0.045,-0.078,0.14,0.13,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.29,0.25,0.1,0.0,0.25,0.0,0.01
600,-15.7,7.3,662.5,-0.032,0.045,-0.078,0.16,0.15,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.34,0.27,0.08,0.0,0.26,0.01,0.01
601,-15.7,7.3,661.9,-0.031,0.045,-0.078,0.15,0.14,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.26,0.29,0.13,0.0,0.24,0.01,0.0
602,-15.6,7.3,661.8,-0.031,0.045,-0.078,0.16,0.15,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.24,0.29,0.13,0.0,0.21,0.01,0.0
603,-15.6,7.3,661.6,-0.031,0.045,-0.079,0.07,0.06,1.11,0.0,0.0,0.0,0.02,0.0,0.0,0.04,0.2,0.28,0.15,0.0,0.22,0.0,0.0
604,-15.6,7.3,661.6,-0.031,0.045,-0.079,0.05,0.01,1.08,0.0,0.0,0.0,0.01,0.0,0.0,0.05,0.16,0.3,0.08,0.0,0.21,0.0,0.0
605,-15.6,7.3,662.0,-0.031,0.045,-0.079,0.05,0.0,1.05,0.0,0.0,0.0,0.01,0.0,0.0,0.03,0.15,0.23,0.02,0.0,0.24,0.02,0.0
606,-15.6,7.4,662.0,-0.03,0.044,-0.079,0.09,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.14,0.2,0.0,0.0,0.25,0.02,0.0
607,-15.5,7.4,661.7,-0.029,0.043,-0.079,0.14,0.07,1.13,0.0,0.0,0.0,0.01,0.0,0.0,0.04,0.16,0.14,0.05,0.0,0.29,0.08,0.0
608,-15.4,7.5,661.7,-0.03,0.043,-0.079,0.13,0.14,1.14,0.0,0.0,0.0,0.01,0.0,0.0,0.08,0.14,0.22,0.09,0.0,0.24,0.06,0.0
609,-15.4,7.5,661.8,-0.029,0.042,-0.079,0.11,0.15,1.1,0.0,0.0,0.0,0.01,0.0,0.0,0.08,0.14,0.24,0.09,0.01,0.23,0.06,0.0
610,-15.4,7.5,662.1,-0.029,0.042,-0.079,0.1,0.09,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.11,0.25,0.07,0.01,0.17,0.01,0.0
611,-15.4,7.5,662.3,-0.029,0.042,-0.079,0.12,0.04,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.12,0.22,0.05,0.01,0.19,0.04,0.0
612,-15.3,7.5,662.6,-0.03,0.043,-0.079,0.16,0.05,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.15,0.24,0.11,0.0,0.27,0.04,0.0
613,-15.3,7.5,662.6,-0.033,0.044,-0.079,0.14,0.05,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.16,0.26,0.11,0.0,0.32,0.1,0.0
614,-15.3,7.5,662.7,-0.033,0.043,-0.078,0.15,0.05,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.26,0.09,0.01,0.32,0.11,0.0
615,-15.3,7.5,662.0,-0.031,0.042,-0.078,0.12,0.02,1.03,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.21,0.19,0.08,0.01,0.24,0.17,0.0
616,-15.3,7.5,661.9,-0.031,0.042,-0.078,0.13,0.01,1.03,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.22,0.17,0.12,0.01,0.18,0.1,0.0
617,-15.3,7.5,661.5,-0.028,0.042,-0.078,0.14,0.04,1.02,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.12,0.16,0.17,0.02,0.14,0.1,0.0
618,-15.2,7.5,661.7,-0.026,0.041,-0.079,0.16,0.06,1.02,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.09,0.16,0.13,0.03,0.11,0.07,0.0
619,-15.1,7.5,661.2,-0.026,0.04,-0.078,0.14,0.08,1.0,0.0,0.0,0.0,0.01,0.0,0.0,0.03,0.05,0.16,0.11,0.05,0.08,0.11,0.0
620,-15.1,7.5,661.1,-0.026,0.04,-0.078,0.12,0.07,0.99,0.0,0.0,0.0,0.01,0.0,0.0,0.03,0.11,0.17,0.07,0.03,0.06,0.07,0.0
621,-15.1,7.5,661.5,-0.028,0.041,-0.077,0.1,0.05,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.17,0.06,0.02,0.03,0.06,0.0
622,-15.1,7.5,661.4,-0.027,0.04,-0.078,0.06,0.03,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.16,0.04,0.01,0.03,0.05,0.0
623,-15.2,7.4,661.2,-0.026,0.041,-0.078,0.04,0.03,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.12,0.05,0.03,0.04,0.12,0.0
624,-15.2,7.4,661.5,-0.026,0.041,-0.078,0.03,0.03,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.09,0.05,0.08,0.08,0.17,0.0
625,-15.2,7.4,661.5,-0.026,0.042,-0.078,0.02,0.03,0.94,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.07,0.06,0.03,0.11,0.1,0.22,0.0
626,-15.2,7.5,661.5,-0.027,0.042,-0.078,0.02,0.0,0.93,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.05,0.03,0.0,0.14,0.07,0.21,0.0
627,-15.2,7.5,661.4,-0.025,0.041,-0.079,0.01,0.01,0.96,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.08,0.06,0.02,0.12,0.02,0.2,0.0
628,-15.2,7.6,661.8,-0.026,0.041,-0.079,0.01,0.01,0.98,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.11,0.1,0.02,0.09,0.01,0.12,0.0
629,-15.1,7.6,661.6,-0.025,0.04,-0.078,0.0,0.01,0.96,0.0,0.0,0.0,0.03,0.0,0.0,0.02,0.17,0.14,0.02,0.09,0.07,0.15,0.0
630,-15.0,7.6,661.9,-0.027,0.041,-0.077,0.0,0.0,0.94,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.19,0.11,0.0,0.11,0.11,0.08,0.0
631,-14.8,7.6,661.4,-0.022,0.038,-0.077,0.0,0.0,0.96,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.2,0.15,0.0,0.13,0.11,0.17,0.0
632,-14.7,7.6,661.2,-0.021,0.038,-0.075,0.0,0.0,0.96,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.24,0.16,0.0,0.1,0.09,0.15,0.0
633,-14.4,7.6,661.3,-0.021,0.036,-0.074,0.0,0.0,0.97,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.29,0.22,0.0,0.06,0.05,0.22,0.0
634,-14.2,7.7,662.0,-0.02,0.036,-0.074,0.0,0.0,0.93,0.0,0.0,0.04,0.07,0.0,0.0,0.03,0.2,0.16,0.0,0.01,0.04,0.24,0.0
635,-13.9,7.7,660.9,-0.019,0.033,-0.072,0.0,0.0,0.93,0.0,0.0,0.04,0.08,0.0,0.0,0.05,0.19,0.22,0.0,0.04,0.0,0.28,0.0
636,-13.7,7.7,661.2,-0.015,0.031,-0.071,0.0,0.0,0.94,0.0,0.0,0.04,0.08,0.0,0.0,0.05,0.12,0.22,0.0,0.04,0.0,0.26,0.0
637,-13.6,7.8,661.4,-0.019,0.03,-0.071,0.0,0.0,0.94,0.0,0.0,0.0,0.03,0.0,0.0,0.01,0.24,0.31,0.0,0.04,0.06,0.25,0.0
638,-13.5,7.7,662.2,-0.016,0.031,-0.07,0.0,0.0,0.93,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.22,0.24,0.0,0.0,0.06,0.18,0.0
639,-13.4,7.7,661.9,-0.021,0.029,-0.069,0.0,0.0,0.92,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.24,0.24,0.0,0.0,0.06,0.21,0.0
640,-13.4,7.7,662.5,-0.019,0.03,-0.068,0.0,0.0,0.9,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.13,0.21,0.0,0.0,0.0,0.24,0.0
641,-13.4,7.7,662.5,-0.022,0.03,-0.068,0.0,0.0,0.88,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.15,0.26,0.0,0.02,0.0,0.29,0.0
642,-13.4,7.5,662.5,-0.019,0.03,-0.068,0.0,0.0,0.86,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.17,0.26,0.0,0.05,0.04,0.26,0.0
643,-13.4,7.5,662.2,-0.024,0.029,-0.068,0.0,0.0,0.84,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.24,0.27,0.0,0.08,0.05,0.19,0.0
644,-13.4,7.5,662.6,-0.02,0.03,-0.067,0.0,0.0,0.85,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.21,0.16,0.0,0.07,0.06,0.14,0.0
645,-13.4,7.5,662.5,-0.023,0.03,-0.067,0.01,0.0,0.85,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.16,0.09,0.0,0.05,0.02,0.14,0.0
646,-13.3,7.4,662.9,-0.021,0.031,-0.067,0.03,0.0,0.89,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.09,0.05,0.0,0.03,0.01,0.16,0.0
647,-13.3,7.3,662.3,-0.02,0.031,-0.067,0.09,0.0,0.89,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.07,0.11,0.0,0.02,0.0,0.17,0.0
648,-13.3,7.1,663.4,-0.019,0.031,-0.066,0.11,0.0,0.88,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.04,0.12,0.0,0.02,0.0,0.12,0.0
649,-13.3,7.1,663.5,-0.024,0.031,-0.066,0.1,0.0,0.83,0.0,0.0,0.04,0.17,0.0,0.0,0.0,0.16,0.11,0.08,0.0,0.06,0.09,0.14
650,-13.5,7.1,672.3,-0.018,0.042,-0.064,0.11,0.04,0.86,0.0,0.0,0.33,0.19,0.0,0.0,0.0,0.13,0.05,0.16,0.0,0.07,0.13,0.98
651,-13.7,7.7,685.4,-0.031,0.05,-0.065,0.23,0.21,0.89,0.0,0.0,0.61,0.13,0.0,0.0,0.0,0.12,0.08,0.33,0.0,0.07,0.19,2.15
652,-13.8,7.9,681.5,-0.032,0.038,-0.067,0.4,0.39,0.97,0.0,0.0,0.88,0.1,0.0,0.0,0.0,0.0,0.07,0.35,0.0,0.01,0.19,3.01
653,-13.8,7.9,685.1,-0.037,0.045,-0.067,0.43,0.49,0.99,0.0,0.0,0.83,0.02,0.0,0.0,0.0,0.0,0.08,0.31,0.0,0.0,0.1,3.01
654,-13.9,7.7,684.3,-0.038,0.049,-0.066,0.36,0.46,1.05,0.0,0.0,0.73,0.02,0.0,0.0,0.0,0.0,0.04,0.21,0.0,0.0,0.04,2.47
655,-13.9,7.5,678.9,-0.037,0.045,-0.064,0.27,0.3,1.05,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.03,0.09,0.13,0.0,0.0,0.01,1.83
656,-13.9,7.3,672.8,-0.035,0.038,-0.066,0.25,0.19,1.03,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.03,0.12,0.11,0.0,0.0,0.0,1.27
657,-13.9,7.2,670.4,-0.032,0.035,-0.066,0.2,0.05,1.0,0.0,0.0,0.16,0.05,0.0,0.0,0.0,0.07,0.17,0.08,0.0,0.01,0.03,0.83
658,-14.1,7.0,671.0,-0.03,0.037,-0.068,0.11,0.07,0.98,0.0,0.0,0.01,0.08,0.0,0.0,0.0,0.07,0.12,0.05,0.0,0.03,0.03,0.58
659,-14.1,6.9,669.3,-0.026,0.036,-0.068,0.04,0.06,1.01,0.0,0.0,0.04,0.14,0.0,0.0,0.0,0.09,0.1,0.04,0.0,0.03,0.03,0.4
660,-14.2,6.8,668.4,-0.025,0.036,-0.068,0.02,0.06,1.04,0.0,0.0,0.05,0.14,0.0,0.0,0.0,0.05,0.06,0.04,0.0,0.02,0.0,0.21
661,-14.1,6.8,667.8,-0.026,0.036,-0.068,0.01,0.02,1.08,0.0,0.0,0.07,0.12,0.0,0.0,0.0,0.04,0.08,0.08,0.0,0.0,0.0,0.09
662,-14.1,6.8,667.5,-0.024,0.036,-0.069,0.01,0.0,1.07,0.0,0.0,0.05,0.11,0.0,0.0,0.0,0.07,0.09,0.11,0.0,0.0,0.0,0.01
663,-14.1,6.8,666.9,-0.023,0.034,-0.069,0.0,0.0,1.05,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.07,0.11,0.07,0.0,0.0,0.0,0.01
664,-14.0,6.8,666.6,-0.024,0.035,-0.069,0.0,0.0,1.03,0.0,0.0,0.08,0.1,0.0,0.0,0.0,0.07,0.13,0.08,0.0,0.0,0.0,0.01
665,-14.0,6.8,666.3,-0.025,0.034,-0.069,0.0,0.0,1.03,0.0,0.0,0.06,0.09,0.0,0.0,0.0,0.09,0.22,0.08,0.0,0.0,0.0,0.0
666,-13.9,6.8,666.3,-0.026,0.034,-0.069,0.0,0.0,1.03,0.0,0.0,0.03,0.1,0.0,0.0,0.0,0.17,0.27,0.17,0.0,0.0,0.0,0.0
667,-13.9,6.8,666.5,-0.024,0.034,-0.07,0.0,0.0,1.02,0.0,0.0,0.01,0.09,0.0,0.0,0.0,0.25,0.35,0.13,0.0,0.0,0.0,0.0
668,-13.9,6.9,666.1,-0.024,0.034,-0.07,0.0,0.0,1.05,0.0,0.0,0.01,0.09,0.0,0.0,0.0,0.29,0.35,0.08,0.0,0.0,0.0,0.0
669,-13.8,7.0,665.6,-0.023,0.034,-0.07,0.0,0.0,1.05,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.34,0.3,0.0,0.0,0.0,0.0,0.0
670,-13.7,7.2,665.8,-0.024,0.032,-0.07,0.0,0.0,1.06,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.29,0.29,0.0,0.0,0.03,0.0,0.0
671,-13.6,7.3,665.8,-0.021,0.033,-0.07,0.0,0.0,1.05,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.25,0.31,0.0,0.0,0.03,0.01,0.0
672,-13.4,7.4,665.7,-0.02,0.032,-0.071,0.0,0.0,1.03,0.0,0.0,0.01,0.04,0.0,0.0,0.0,0.19,0.35,0.0,0.0,0.03,0.01,0.04
673,-13.3,7.4,665.8,-0.019,0.032,-0.07,0.0,0.0,0.99,0.0,0.0,0.01,0.07,0.0,0.0,0.0,0.26,0.33,0.0,0.0,0.0,0.01,0.05
674,-13.2,7.5,666.0,-0.02,0.032,-0.07,0.0,0.0,0.96,0.0,0.0,0.08,0.12,0.0,0.0,0.0,0.29,0.26,0.0,0.0,0.0,0.0,0.06
675,-13.2,7.4,665.7,-0.02,0.031,-0.07,0.0,0.0,0.95,0.0,0.0,0.07,0.13,0.0,0.0,0.0,0.35,0.24,0.0,0.0,0.0,0.0,0.02
676,-13.2,7.5,666.0,-0.02,0.031,-0.07,0.0,0.0,0.94,0.0,0.0,0.07,0.16,0.0,0.0,0.0,0.33,0.24,0.0,0.0,0.0,0.05,0.03
677,-13.3,7.4,666.3,-0.022,0.032,-0.071,0.0,0.0,0.88,0.0,0.0,0.01,0.15,0.0,0.0,0.0,0.26,0.26,0.0,0.0,0.0,0.07,0.02
678,-13.4,7.4,666.1,-0.023,0.032,-0.071,0.0,0.0,0.89,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.16,0.23,0.0,0.0,0.03,0.07,0.02
679,-13.6,7.4,667.1,-0.024,0.034,-0.072,0.0,0.0,0.91,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.06,0.22,0.0,0.0,0.03,0.02,0.02
680,-13.7,7.4,666.0,-0.023,0.034,-0.072,0.0,0.0,0.99,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.1,0.19,0.0,0.0,0.03,0.01,0.04
681,-13.7,7.4,665.8,-0.023,0.033,-0.072,0.0,0.0,0.98,0.0,0.0,0.07,0.18,0.0,0.0,0.0,0.09,0.17,0.0,0.0,0.0,0.01,0.06
682,-13.8,7.4,665.6,-0.022,0.034,-0.073,0.0,0.0,1.0,0.0,0.0,0.07,0.14,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.01,0.03
683,-13.8,7.4,665.1,-0.021,0.033,-0.073,0.0,0.0,0.98,0.0,0.0,0.07,0.12,0.0,0.0,0.0,0.06,0.23,0.0,0.0,0.01,0.0,0.02
684,-13.9,7.4,665.1,-0.02,0.033,-0.073,0.0,0.0,0.96,0.01,0.0,0.05,0.12,0.0,0.0,0.0,0.12,0.35,0.03,0.0,0.01,0.0,0.03
685,-13.9,7.5,668.2,-0.027,0.038,-0.073,0.05,0.0,0.96,0.01,0.0,0.11,0.07,0.0,0.0,0.0,0.2,0.37,0.05,0.0,0.01,0.0,0.23
686,-13.9,7.8,670.6,-0.025,0.037,-0.073,0.11,0.0,0.95,0.01,0.0,0.19,0.04,0.0,0.0,0.0,0.21,0.36,0.05,0.0,0.0,0.01,0.46
687,-13.9,7.8,671.0,-0.026,0.037,-0.073,0.18,0.0,0.98,0.0,0.0,0.25,0.03,0.0,0.0,0.0,0.19,0.39,0.02,0.0,0.0,0.01,0.69
688,-14.0,7.8,670.7,-0.026,0.036,-0.073,0.18,0.0,0.98,0.0,0.0,0.29,0.05,0.0,0.0,0.0,0.18,0.4,0.0,0.0,0.0,0.0,0.69
689,-14.0,7.7,670.4,-0.027,0.037,-0.073,0.17,0.0,0.99,0.0,0.0,0.26,0.07,0.0,0.0,0.0,0.26,0.42,0.0,0.0,0.0,0.0,0.7
690,-14.0,7.7,670.4,-0.027,0.037,-0.073,0.15,0.0,1.0,0.0,0.0,0.17,0.04,0.0,0.0,0.0,0.28,0.37,0.0,0.0,0.0,0.0,0.65
691,-14.0,7.7,670.1,-0.026,0.037,-0.073,0.16,0.0,1.02,0.0,0.0,0.12,0.03,0.0,0.0,0.0,0.33,0.33,0.0,0.0,0.0,0.05,0.61
692,-14.0,7.7,669.9,-0.026,0.036,-0.073,0.19,0.0,1.06,0.0,0.0,0.09,0.02,0.0,0.0,0.0,0.32,0.32,0.0,0.0,0.0,0.05,0.51
693,-14.0,7.7,670.2,-0.026,0.037,-0.073,0.26,0.0,1.07,0.0,0.0,0.15,0.02,0.0,0.0,0.0,0.4,0.29,0.0,0.0,0.04,0.1,0.5
694,-14.0,7.8,670.6,-0.027,0.037,-0.073,0.28,0.0,1.07,0.0,0.0,0.09,0.02,0.0,0.0,0.0,0.37,0.27,0.0,0.0,0.07,0.05,0.52
695,-14.0,7.8,670.6,-0.027,0.037,-0.073,0.26,0.0,1.04,0.0,0.0,0.08,0.02,0.0,0.0,0.0,0.27,0.24,0.01,0.0,0.1,0.05,0.59
696,-14.1,7.8,670.9,-0.028,0.039,-0.073,0.24,0.0,1.06,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.16,0.16,0.06,0.0,0.14,0.0,0.64
697,-14.2,7.7,670.6,-0.029,0.04,-0.074,0.2,0.0,1.03,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.11,0.17,0.11,0.0,0.14,0.0,0.62
698,-14.2,7.7,670.0,-0.028,0.04,-0.074,0.22,0.0,1.02,0.0,0.0,0.03,0.08,0.0,0.0,0.0,0.19,0.2,0.09,0.0,0.11,0.0,0.55
699,-14.3,7.7,670.4,-0.029,0.041,-0.074,0.2,0.0,0.98,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.18,0.27,0.05,0.0,0.04,0.0,0.5
700,-14.3,7.7,669.8,-0.03,0.042,-0.074,0.21,0.0,0.97,0.0,0.0,0.23,0.08,0.0,0.0,0.0,0.15,0.23,0.03,0.0,0.02,0.0,0.54
701,-14.3,7.6,670.0,-0.031,0.042,-0.074,0.18,0.0,0.94,0.0,0.0,0.22,0.07,0.0,0.0,0.0,0.06,0.23,0.06,0.0,0.1,0.02,0.64
702,-14.3,7.6,669.7,-0.031,0.042,-0.074,0.17,0.0,0.89,0.0,0.0,0.25,0.05,0.0,0.0,0.0,0.02,0.19,0.09,0.0,0.18,0.04,0.68
703,-14.3,7.5,669.6,-0.032,0.041,-0.075,0.17,0.0,0.86,0.0,0.0,0.11,0.02,0.0,0.0,0.0,0.0,0.2,0.07,0.0,0.25,0.05,0.75
704,-14.3,7.5,669.6,-0.033,0.041,-0.075,0.2,0.0,0.86,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.18,0.1,0.0,0.22,0.04,0.72
705,-14.3,7.5,669.6,-0.033,0.041,-0.075,0.2,0.0,0.88,0.0,0.0,0.09,0.04,0.0,0.0,0.0,0.0,0.25,0.11,0.0,0.14,0.02,0.68
706,-14.4,7.5,669.7,-0.033,0.043,-0.075,0.22,0.0,0.9,0.0,0.0,0.16,0.07,0.0,0.0,0.0,0.03,0.24,0.1,0.0,0.11,0.02,0.58
707,-14.5,7.4,669.7,-0.032,0.044,-0.075,0.24,0.0,0.89,0.0,0.0,0.24,0.1,0.0,0.0,0.0,0.09,0.18,0.04,0.0,0.15,0.02,0.56
708,-14.5,7.4,669.7,-0.033,0.045,-0.075,0.27,0.03,0.91,0.0,0.0,0.26,0.06,0.0,0.0,0.0,0.09,0.09,0.01,0.0,0.18,0.08,0.58
709,-14.6,7.4,670.2,-0.034,0.045,-0.075,0.28,0.03,0.88,0.0,0.0,0.27,0.07,0.0,0.0,0.0,0.07,0.12,0.03,0.0,0.15,0.09,0.65
710,-14.6,7.4,670.1,-0.035,0.046,-0.075,0.23,0.03,0.88,0.0,0.0,0.35,0.08,0.0,0.0,0.0,0.0,0.14,0.04,0.0,0.13,0.13,0.59
711,-14.7,7.4,669.6,-0.034,0.047,-0.076,0.14,0.0,0.86,0.0,0.0,0.29,0.16,0.0,0.0,0.0,0.0,0.19,0.03,0.0,0.14,0.09,0.52
712,-14.7,7.3,669.0,-0.037,0.045,-0.077,0.08,0.0,0.91,0.0,0.0,0.21,0.15,0.0,0.0,0.0,0.0,0.16,0.01,0.0,0.17,0.09,0.35
713,-14.6,7.2,666.0,-0.035,0.044,-0.076,0.03,0.0,0.93,0.0,0.0,0.04,0.11,0.0,0.0,0.01,0.0,0.17,0.0,0.0,0.21,0.08,0.24
714,-14.5,7.1,664.2,-0.031,0.043,-0.076,0.04,0.0,0.98,0.0,0.0,0.0,0.05,0.0,0.0,0.01,0.01,0.11,0.0,0.0,0.26,0.05,0.1
715,-14.4,7.1,663.8,-0.03,0.043,-0.077,0.01,0.0,0.96,0.0,0.0,0.0,0.08,0.0,0.0,0.01,0.01,0.13,0.0,0.01,0.29,0.03,0.04
716,-14.3,7.1,663.5,-0.029,0.041,-0.077,0.01,0.0,0.97,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.05,0.14,0.0,0.01,0.28,0.0,0.0
717,-14.3,7.1,664.0,-0.03,0.041,-0.076,0.0,0.0,0.92,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.09,0.18,0.0,0.01,0.23,0.09,0.0
718,-14.2,7.1,663.6,-0.029,0.039,-0.076,0.0,0.0,0.91,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.13,0.16,0.02,0.0,0.16,0.12,0.04
